epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,1893.13,0.93697,0.53677,0.96716,0.87867,0.81637,0.86172,0.63372,0.98534,0.58965,1.04993,0.000243696,0.000243696,0.000243696
140,1906.49,0.8755,0.521,0.94855,0.91456,0.81268,0.86692,0.63381,0.98936,0.58314,1.05251,0.00023989,0.00023989,0.00023989
141,1920.33,0.92407,0.53922,0.96073,0.84267,0.80905,0.85832,0.63435,1.00406,0.60203,1.05274,0.000236083,0.000236083,0.000236083
142,1934.32,0.89081,0.52459,0.94855,0.86279,0.81346,0.85943,0.6305,0.98929,0.57973,1.0496,0.000232276,0.000232276,0.000232276
143,1947.88,0.8979,0.53535,0.95403,0.89931,0.82567,0.86066,0.62505,0.97485,0.57321,1.04481,0.00022847,0.00022847,0.00022847
144,1961.57,0.9301,0.53875,0.95992,0.89916,0.81795,0.85994,0.63186,0.98199,0.57974,1.05115,0.000224663,0.000224663,0.000224663
145,1974.79,0.89292,0.52079,0.95124,0.91259,0.81379,0.8623,0.63827,0.98056,0.57821,1.04903,0.000220857,0.000220857,0.000220857
146,1988.36,0.92,0.53184,0.95609,0.87779,0.78825,0.8498,0.62339,0.97736,0.58967,1.04504,0.00021705,0.00021705,0.00021705
147,2001.83,0.87539,0.51798,0.94366,0.88216,0.80135,0.85961,0.62319,0.97754,0.59018,1.0526,0.000213244,0.000213244,0.000213244
148,2015.48,0.87918,0.51773,0.94871,0.85117,0.83399,0.86152,0.62767,0.98503,0.58646,1.0579,0.000209437,0.000209437,0.000209437
149,2028.71,0.8966,0.52269,0.95759,0.88071,0.8022,0.8497,0.62453,0.97581,0.59197,1.05445,0.000205631,0.000205631,0.000205631
150,2042.61,0.87712,0.50974,0.94423,0.89012,0.80749,0.85593,0.63198,0.97933,0.58689,1.05087,0.000201824,0.000201824,0.000201824
151,2056.11,0.8877,0.51538,0.95243,0.88817,0.7999,0.85945,0.63023,0.98613,0.59084,1.0601,0.000198018,0.000198018,0.000198018
152,2069.59,0.90301,0.51659,0.95597,0.84734,0.83124,0.85857,0.62684,0.97679,0.58822,1.05925,0.000194211,0.000194211,0.000194211
153,2083.28,0.9078,0.52375,0.95673,0.8715,0.79992,0.85759,0.62663,0.98487,0.60037,1.05581,0.000190404,0.000190404,0.000190404
154,2096.81,0.89092,0.5144,0.9448,0.85451,0.81877,0.85089,0.63007,0.98408,0.59708,1.04756,0.000186598,0.000186598,0.000186598
155,2110.23,0.86136,0.50311,0.94685,0.86632,0.81942,0.85928,0.63821,0.96444,0.57125,1.03921,0.000182791,0.000182791,0.000182791
156,2123.6,0.87721,0.51446,0.94922,0.89133,0.81643,0.86469,0.64375,0.95895,0.57275,1.03616,0.000178985,0.000178985,0.000178985
